"rank" "feature_density_pos" "weighted_feature_density_pos" 
0.03346 0.1211 0.1211
0.03356 0.1372 0.1372
0.03366 0.1546 0.1546
0.03376 0.1713 0.1713
0.03386 0.1921 0.1921
0.03396 0.1641 0.1641
0.03406 0.1951 0.1951
0.03416 0.1993 0.1993
0.03426 0.2053 0.2053
0.03436 0.1217 0.1217
0.03446 0.1211 0.1211
0.03456 0.1217 0.1217
0.03466 0.1217 0.1217
0.03476 0.1367 0.1367
0.03486 0.0304 0.0304
0.03496 0.0376 0.0376
0.03506 0.0615 0.0615
0.03516 0.1098 0.1098
0.03526 0.1492 0.1492
0.03536 0.1211 0.1211
0.03546 0.1492 0.1492
0.03556 0.1426 0.1426
0.03566 0.0991 0.0991
0.03576 0.0985 0.0985
0.03586 0.0997 0.0997
0.03596 0.1008 0.1008
0.03606 0.0991 0.0991
0.03616 0.0997 0.0997
0.03626 0.1002 0.1002
0.03636 0.1074 0.1074
0.03646 0.1080 0.1080
0.03656 0.1086 0.1086
0.03666 0.1092 0.1092
0.03676 0.1080 0.1080
0.03686 0.1080 0.1080
0.03696 0.1092 0.1092
0.03706 0.1128 0.1128
0.03716 0.1122 0.1122
0.03726 0.1134 0.1134
0.03736 0.1193 0.1193
0.03746 0.1223 0.1223
0.03756 0.1235 0.1235
0.03766 0.1235 0.1235
0.03776 0.1223 0.1223
0.03786 0.1235 0.1235
0.03796 0.1235 0.1235
0.03806 0.1235 0.1235
0.03816 0.1223 0.1223
0.03826 0.1223 0.1223
0.03836 0.1241 0.1241
0.03846 0.1229 0.1229
0.03856 0.1235 0.1235
0.03866 0.1229 0.1229
0.03876 0.1241 0.1241
0.03886 0.1229 0.1229
0.03896 0.1223 0.1223
0.03906 0.1229 0.1229
0.03916 0.1241 0.1241
0.03926 0.1223 0.1223
0.03936 0.1241 0.1241
0.03946 0.1217 0.1217
0.03956 0.1456 0.1456
0.03966 0.1677 0.1677
0.03975 0.1462 0.1462
0.03985 0.1229 0.1229
0.03995 0.1235 0.1235
0.04005 0.1229 0.1229
0.04015 0.1229 0.1229
0.04025 0.1235 0.1235
0.04035 0.1223 0.1223
0.04045 0.1247 0.1247
0.04055 0.1223 0.1223
0.04065 0.1223 0.1223
0.04075 0.1158 0.1158
0.04085 0.1599 0.1599
0.04095 0.1736 0.1736
0.04105 0.1742 0.1742
0.04115 0.1754 0.1754
0.04125 0.1331 0.1331
0.04135 0.1325 0.1325
0.04145 0.1325 0.1325
0.04155 0.1325 0.1325
0.04165 0.1331 0.1331
0.04175 0.1325 0.1325
0.04185 0.1325 0.1325
0.04195 0.0931 0.0931
0.04205 0.1134 0.1134
0.04215 0.1277 0.1277
0.04225 0.1444 0.1444
0.04235 0.1760 0.1760
0.04245 0.1331 0.1331
0.04255 0.1325 0.1325
0.04265 0.1331 0.1331
0.04275 0.1420 0.1420
0.04285 0.1408 0.1408
0.04295 0.1420 0.1420
0.04305 0.1420 0.1420
0.04315 0.1408 0.1408
0.04325 0.1420 0.1420
0.04335 0.1426 0.1426
0.04345 0.1420 0.1420
0.04355 0.1426 0.1426
0.04365 0.1426 0.1426
0.04375 0.1420 0.1420
0.04385 0.1498 0.1498
0.04395 0.1516 0.1516
0.04405 0.1510 0.1510
0.04415 0.1516 0.1516
0.04425 0.1504 0.1504
0.04435 0.1510 0.1510
0.04445 0.1522 0.1522
0.04455 0.1510 0.1510
0.04465 0.1522 0.1522
0.04475 0.1510 0.1510
0.04485 0.0585 0.0585
0.04495 0.1110 0.1110
0.04505 0.1981 0.1981
0.04515 0.3175 0.3175
0.04525 0.1993 0.1993
0.04535 0.1886 0.1886
0.04545 0.0436 0.0436
0.04555 0.0788 0.0788
0.04565 0.0973 0.0973
0.04575 0.1128 0.1128
0.04585 0.1313 0.1313
0.04595 0.1522 0.1522
0.04605 0.1862 0.1862
0.04615 0.1008 0.1008
0.04625 0.1008 0.1008
0.04635 0.1158 0.1158
0.04645 0.1193 0.1193
0.04655 0.1319 0.1319
0.04665 0.1367 0.1367
0.04675 0.1402 0.1402
0.04685 0.2047 0.2047
0.04695 0.2106 0.2106
0.04705 0.0316 0.0316
0.04715 0.0424 0.0424
0.04725 0.0436 0.0436
0.04735 0.0519 0.0519
0.04745 0.0591 0.0591
0.04755 0.0835 0.0835
0.04765 0.1229 0.1229
0.04775 0.1474 0.1474
0.04785 0.1629 0.1629
0.04795 0.1748 0.1748
0.04805 0.1910 0.1910
0.04815 0.0967 0.0967
0.04825 0.0513 0.0513
0.04835 0.0412 0.0412
0.04845 0.0209 0.0209
0.04854 0.0251 0.0251
0.04864 0.0280 0.0280
0.04874 0.0310 0.0310
0.04884 0.0358 0.0358
0.04894 0.0364 0.0364
0.04904 0.0358 0.0358
0.04914 0.0370 0.0370
0.04924 0.0394 0.0394
0.04934 0.0406 0.0406
0.04944 0.0465 0.0465
0.04954 0.0483 0.0483
0.04964 0.0495 0.0495
0.04974 0.0985 0.0985
0.04984 0.0877 0.0877
0.04994 0.0567 0.0567
0.05004 0.0591 0.0591
0.05014 0.0585 0.0585
0.05024 0.0609 0.0609
0.05034 0.0668 0.0668
0.05044 0.0841 0.0841
0.05054 0.2071 0.2071
0.05064 0.2178 0.2178
0.05074 0.2238 0.2238
0.05084 0.2244 0.2244
0.05094 0.2220 0.2220
0.05104 0.2136 0.2136
0.05114 0.2309 0.2309
0.05124 0.2297 0.2297
0.05134 0.2315 0.2315
0.05144 0.2333 0.2333
0.05154 0.2351 0.2351
0.05164 0.2172 0.2172
0.05174 0.1832 0.1832
0.05184 0.1981 0.1981
0.05194 0.2172 0.2172
0.05204 0.2476 0.2476
0.05214 0.2453 0.2453
0.05224 0.2482 0.2482
0.05234 0.2488 0.2488
0.05244 0.2530 0.2530
0.05254 0.2560 0.2560
0.05264 0.2638 0.2638
0.05274 0.2661 0.2661
0.05284 0.2727 0.2727
0.05294 0.2745 0.2745
0.05304 0.2065 0.2065
0.05314 0.1492 0.1492
0.05324 0.1557 0.1557
0.05334 0.1659 0.1659
0.05344 0.1689 0.1689
0.05354 0.1742 0.1742
0.05364 0.1868 0.1868
0.05374 0.2047 0.2047
0.05384 0.2268 0.2268
0.05394 0.2542 0.2542
0.05404 0.1736 0.1736
0.05414 0.1593 0.1593
0.05424 0.2017 0.2017
0.05434 0.2417 0.2417
0.05444 0.2828 0.2828
0.05454 0.1904 0.1904
0.05464 0.2572 0.2572
0.05474 0.1122 0.1122
0.05484 0.0370 0.0370
0.05494 0.0453 0.0453
0.05504 0.0621 0.0621
0.05514 0.0829 0.0829
0.05524 0.1128 0.1128
0.05534 0.1408 0.1408
0.05544 0.1623 0.1623
0.05554 0.1802 0.1802
0.05564 0.2023 0.2023
0.05574 0.2291 0.2291
0.05584 0.2482 0.2482
0.05594 0.2512 0.2512
0.05604 0.2584 0.2584
0.05614 0.2673 0.2673
0.05624 0.2649 0.2649
0.05634 0.2852 0.2852
0.05644 0.3753 0.3753
0.05654 0.3813 0.3813
0.05664 0.2423 0.2423
0.05674 0.1098 0.1098
0.05684 0.1319 0.1319
0.05694 0.1629 0.1629
0.05704 0.1987 0.1987
0.05714 0.2208 0.2208
0.05724 0.2327 0.2327
0.05734 0.2494 0.2494
0.05743 0.2643 0.2643
0.05753 0.2745 0.2745
0.05763 0.2870 0.2870
0.05773 0.3121 0.3121
0.05783 0.1671 0.1671
0.05793 0.0722 0.0722
0.05803 0.0847 0.0847
0.05813 0.0985 0.0985
0.05823 0.1116 0.1116
0.05833 0.1223 0.1223
0.05843 0.1325 0.1325
0.05853 0.1426 0.1426
0.05863 0.1557 0.1557
0.05873 0.1754 0.1754
0.05883 0.1808 0.1808
0.05893 0.2136 0.2136
0.05903 0.2339 0.2339
0.05913 0.1420 0.1420
0.05923 0.1361 0.1361
0.05933 0.1426 0.1426
0.05943 0.1462 0.1462
0.05953 0.1557 0.1557
0.05963 0.1653 0.1653
0.05973 0.1665 0.1665
0.05983 0.1701 0.1701
0.05993 0.1850 0.1850
0.06003 0.1945 0.1945
0.06013 0.2124 0.2124
0.06023 0.2333 0.2333
0.06033 0.2542 0.2542
0.06043 0.2661 0.2661
0.06053 0.2787 0.2787
0.06063 0.2972 0.2972
0.06073 0.3097 0.3097
0.06083 0.1772 0.1772
0.06093 0.3366 0.3366
0.06103 0.1820 0.1820
0.06113 0.2005 0.2005
0.06123 0.3055 0.3055
0.06133 0.4004 0.4004
0.06143 0.4839 0.4839
0.06153 0.4851 0.4851
0.06163 0.4857 0.4857
0.06173 0.4869 0.4869
0.06183 0.4923 0.4923
0.06193 0.3425 0.3425
0.06203 0.0734 0.0734
0.06213 0.0937 0.0937
0.06223 0.1128 0.1128
0.06233 0.1319 0.1319
0.06243 0.1498 0.1498
0.06253 0.1611 0.1611
0.06263 0.1772 0.1772
0.06273 0.2017 0.2017
0.06283 0.2315 0.2315
0.06293 0.2620 0.2620
0.06303 0.3061 0.3061
0.06313 0.3574 0.3574
0.06323 0.1420 0.1420
0.06333 0.1862 0.1862
0.06343 0.1898 0.1898
0.06353 0.1957 0.1957
0.06363 0.1963 0.1963
0.06373 0.1957 0.1957
0.06383 0.2065 0.2065
0.06393 0.2148 0.2148
0.06403 0.2387 0.2387
0.06413 0.2482 0.2482
0.06423 0.2482 0.2482
0.06433 0.2781 0.2781
0.06443 0.4004 0.4004
0.06453 0.3270 0.3270
0.06463 0.5556 0.5556
0.06473 0.2590 0.2590
0.06483 0.4696 0.4696
0.06493 0.3604 0.3604
0.06503 0.0567 0.0567
0.06513 0.0794 0.0794
0.06523 0.0889 0.0889
0.06533 0.1074 0.1074
0.06543 0.1337 0.1337
0.06553 0.1778 0.1778
0.06563 0.4279 0.4279
0.06573 0.4857 0.4857
0.06583 0.3026 0.3026
0.06593 0.1307 0.1307
0.06603 0.1909 0.1909
0.06613 0.2685 0.2685
0.06622 0.3986 0.3986
0.06632 0.0764 0.0764
0.06642 0.0251 0.0251
0.06652 0.0304 0.0304
0.06662 0.0310 0.0310
0.06672 0.0310 0.0310
0.06682 0.0352 0.0352
0.06692 0.0376 0.0376
0.06702 0.0394 0.0394
0.06712 0.0424 0.0424
0.06722 0.0454 0.0454
0.06732 0.0465 0.0465
0.06742 0.0465 0.0465
0.06752 0.0483 0.0483
0.06762 0.0495 0.0495
0.06772 0.0549 0.0549
0.06782 0.0549 0.0549
0.06792 0.0555 0.0555
0.06802 0.0591 0.0591
0.06812 0.0621 0.0621
0.06822 0.0656 0.0656
0.06832 0.0650 0.0650
0.06842 0.0698 0.0698
0.06852 0.0728 0.0728
0.06862 0.0758 0.0758
0.06872 0.0764 0.0764
0.06882 0.0800 0.0800
0.06892 0.0806 0.0806
0.06902 0.0847 0.0847
0.06912 0.0865 0.0865
0.06922 0.0907 0.0907
0.06932 0.0955 0.0955
0.06942 0.0967 0.0967
0.06952 0.0996 0.0996
0.06962 0.1038 0.1038
0.06972 0.1044 0.1044
0.06982 0.1062 0.1062
0.06992 0.1068 0.1068
0.07002 0.1092 0.1092
0.07012 0.1116 0.1116
0.07022 0.1134 0.1134
0.07032 0.1134 0.1134
0.07042 0.1140 0.1140
0.07052 0.0889 0.0889
0.07062 0.0943 0.0943
0.07072 0.1116 0.1116
0.07082 0.1247 0.1247
0.07092 0.1444 0.1444
0.07102 0.1629 0.1629
0.07112 0.1724 0.1724
0.07122 0.1820 0.1820
0.07132 0.1880 0.1880
0.07142 0.1963 0.1963
0.07152 0.2005 0.2005
0.07162 0.2047 0.2047
0.07172 0.2101 0.2101
0.07182 0.2166 0.2166
0.07192 0.2226 0.2226
0.07202 0.2309 0.2309
0.07212 0.2339 0.2339
0.07222 0.2399 0.2399
0.07232 0.2411 0.2411
0.07242 0.2435 0.2435
0.07252 0.2506 0.2506
0.07262 0.2530 0.2530
0.07272 0.2536 0.2536
0.07282 0.2560 0.2560
0.07292 0.2548 0.2548
0.07302 0.2584 0.2584
0.07312 0.2554 0.2554
0.07322 0.2626 0.2626
0.07332 0.2685 0.2685
0.07342 0.2721 0.2721
0.07352 0.2745 0.2745
0.07362 0.2769 0.2769
0.07372 0.2769 0.2769
0.07382 0.2775 0.2775
0.07392 0.2757 0.2757
0.07402 0.2805 0.2805
0.07412 0.2841 0.2841
0.07422 0.2876 0.2876
0.07432 0.2852 0.2852
0.07442 0.2870 0.2870
0.07452 0.2948 0.2948
0.07462 0.2972 0.2972
0.07472 0.2948 0.2948
0.07482 0.2990 0.2990
0.07492 0.2978 0.2978
0.07501 0.3001 0.3001
0.07511 0.3008 0.3008
0.07521 0.3049 0.3049
0.07531 0.3103 0.3103
0.07541 0.3163 0.3163
0.07551 0.3157 0.3157
0.07561 0.3210 0.3210
0.07571 0.3234 0.3234
0.07581 0.3270 0.3270
0.07591 0.3240 0.3240
0.07601 0.3282 0.3282
0.07611 0.3312 0.3312
0.07621 0.3318 0.3318
0.07631 0.3324 0.3324
0.07641 0.3371 0.3371
0.07651 0.3533 0.3533
0.07661 0.3694 0.3694
0.07671 0.3736 0.3736
0.07681 0.3753 0.3753
0.07691 0.2602 0.2602
0.07701 0.1444 0.1444
0.07711 0.1450 0.1450
0.07721 0.1486 0.1486
0.07731 0.1522 0.1522
0.07741 0.1552 0.1552
0.07751 0.1551 0.1551
0.07761 0.1557 0.1557
0.07771 0.1558 0.1558
0.07781 0.1551 0.1551
0.07791 0.1569 0.1569
0.07801 0.1629 0.1629
0.07811 0.1641 0.1641
0.07821 0.1641 0.1641
0.07831 0.1641 0.1641
0.07841 0.1653 0.1653
0.07851 0.1659 0.1659
0.07861 0.1731 0.1731
0.07871 0.1742 0.1742
0.07881 0.1742 0.1742
0.07891 0.1737 0.1737
0.07901 0.1742 0.1742
0.07911 0.1743 0.1743
0.07921 0.1736 0.1736
0.07931 0.1743 0.1743
0.07941 0.1748 0.1748
0.07951 0.1772 0.1772
0.07961 0.1838 0.1838
0.07971 0.1844 0.1844
0.07981 0.1862 0.1862
0.07991 0.1874 0.1874
0.08001 0.1874 0.1874
0.08011 0.1868 0.1868
0.08021 0.1874 0.1874
0.08031 0.1916 0.1916
0.08041 0.1963 0.1963
0.08051 0.2029 0.2029
0.08061 0.2077 0.2077
0.08071 0.2166 0.2166
0.08081 0.2256 0.2256
0.08091 0.2369 0.2369
0.08101 0.2465 0.2465
0.08111 0.2906 0.2906
0.08121 0.2041 0.2041
0.08131 0.2524 0.2524
0.08141 0.3073 0.3073
0.08151 0.5454 0.5454
0.08161 0.6540 0.6540
0.08171 0.7036 0.7036
0.08181 0.7441 0.7441
0.08191 0.7495 0.7495
0.08201 0.2596 0.2596
0.08211 0.1844 0.1844
0.08221 0.2268 0.2268
0.08231 0.2584 0.2584
0.08241 0.2984 0.2984
0.08251 0.2918 0.2918
0.08261 0.2924 0.2924
0.08271 0.3354 0.3354
0.08281 0.3992 0.3992
0.08291 0.4338 0.4338
0.08301 0.4374 0.4374
0.08311 0.4398 0.4398
0.08321 0.4732 0.4732
0.08331 0.4690 0.4690
0.08341 0.4696 0.4696
0.08351 0.4863 0.4863
0.08361 0.4929 0.4929
0.08371 0.4947 0.4947
0.08381 0.4977 0.4977
0.08390 0.4995 0.4995
0.08400 0.5024 0.5024
0.08410 0.5186 0.5186
0.08420 0.5150 0.5150
0.08430 0.5186 0.5186
0.08440 0.4392 0.4392
0.08450 0.5227 0.5227
0.08460 0.5323 0.5323
0.08470 0.5317 0.5317
0.08480 0.5377 0.5377
0.08490 0.5520 0.5520
0.08500 0.5556 0.5556
0.08510 0.5531 0.5531
0.08520 0.5609 0.5609
0.08530 0.5323 0.5323
0.08540 0.5722 0.5722
0.08550 0.3318 0.3318
0.08560 0.3097 0.3097
0.08570 0.3168 0.3168
0.08580 0.3211 0.3211
0.08590 0.3222 0.3222
0.08600 0.3425 0.3425
0.08610 0.3580 0.3580
0.08620 0.6898 0.6898
0.08630 0.7596 0.7596
0.08640 0.8085 0.8085
0.08650 0.5615 0.5615
0.08660 0.5394 0.5394
0.08670 0.6904 0.6904
0.08680 0.0686 0.0686
0.08690 0.0555 0.0555
0.08700 0.0638 0.0638
0.08710 0.0662 0.0662
0.08720 0.0668 0.0668
0.08730 0.0680 0.0680
0.08740 0.1116 0.1116
0.08750 0.1355 0.1355
0.08760 0.1659 0.1659
0.08770 0.1993 0.1993
0.08780 0.2232 0.2232
0.08790 0.2506 0.2506
0.08800 0.2840 0.2840
0.08810 0.3372 0.3372
0.08820 0.4123 0.4123
0.08830 0.3389 0.3389
0.08840 0.1402 0.1402
0.08850 0.1921 0.1921
0.08860 0.2286 0.2286
0.08870 0.2590 0.2590
0.08880 0.2691 0.2691
0.08890 0.1951 0.1951
0.08900 0.2035 0.2035
0.08910 0.2065 0.2065
0.08920 0.2094 0.2094
0.08930 0.2184 0.2184
0.08940 0.2267 0.2267
0.08950 0.2327 0.2327
0.08960 0.2387 0.2387
0.08970 0.2518 0.2518
0.08980 0.2596 0.2596
0.08990 0.2578 0.2578
0.09000 0.2584 0.2584
0.09010 0.2667 0.2667
0.09020 0.2733 0.2733
0.09030 0.2733 0.2733
0.09040 0.2995 0.2995
0.09050 0.3234 0.3234
0.09060 0.1534 0.1534
0.09070 0.1778 0.1778
0.09080 0.2118 0.2118
0.09090 0.2315 0.2315
0.09100 0.2500 0.2500
0.09110 0.2620 0.2620
0.09120 0.2781 0.2781
0.09130 0.3145 0.3145
0.09140 0.3461 0.3461
0.09150 0.1969 0.1969
0.09160 0.2130 0.2130
0.09170 0.2286 0.2286
0.09180 0.2297 0.2297
0.09190 0.2333 0.2333
0.09200 0.2387 0.2387
0.09210 0.2482 0.2482
0.09220 0.2638 0.2638
0.09230 0.2727 0.2727
0.09240 0.2864 0.2864
0.09250 0.2942 0.2942
0.09260 0.3026 0.3026
0.09269 0.3085 0.3085
