method,stage,stage_order,x,n_species,n_species_with_pu,mean_persist,median_persist,q10_persist,q90_persist,min_persist,max_persist,frac_gt_05,total_pu_area_km2
rank,6,6,28.2220994609865,182,182,0.891221417973135,0.999999986417602,0.458022906591328,1,0,1,0.895604395604396,7205644.55173294
rank,7,7,32.9130272076623,182,182,0.890978803940888,0.99999999212551,0.458022906591328,1,0,1,0.895604395604396,6925233.22399162
rank,8,8,37.603063945369,182,182,0.890666646605807,0.999999993377442,0.458022906591328,1,0,1,0.895604395604396,6605221.63832769
rank,9,9,42.294366853716,182,182,0.890249813000924,0.999999994173336,0.458022906591328,1,0,1,0.895604395604396,6261962.75189385
rank,10,10,46.984731857885,182,182,0.889603748050092,0.99999999212551,0.458022906591328,1,0,1,0.895604395604396,5867694.697236
rank,11,11,51.6772071464547,182,182,0.888981458656485,0.999999994224076,0.458022906591328,1,0,1,0.895604395604396,5432640.38710612
rank,12,12,56.3696355398155,182,182,0.888054033617317,0.999999993369737,0.458022906591328,1,0,1,0.895604395604396,4969966.39846629
rank,13,13,61.0801185886043,182,182,0.882836325491608,0.999999998450427,0.454236708273433,1,0,1,0.89010989010989,4499616.28306601
rank,14,14,65.7855369548315,182,182,0.880282262581592,0.99999999966628,0.385300167969764,1,0,1,0.884615384615385,3987762.42191235
rank,15,15,70.4793253092505,182,182,0.877566442450727,0.999999999456988,0.361880876116017,1,0,1,0.884615384615385,3440605.55164842
rank,16,16,75.1702061607174,182,181,0.873820647424474,0.999999999110167,0.361880876116017,1,0,1,0.884615384615385,2910747.29624185
rank,17,17,79.8661985899549,182,181,0.871937550065542,0.99999999966392,0.361566850255293,1,0,1,0.879120879120879,2373213.17151592
rank,18,18,84.5572201270485,182,180,0.868273840253333,0.99999999275057,0.348056045895188,1,0,1,0.873626373626374,1819473.52913748
rank,19,19,89.261981960351,182,179,0.858117704963045,0.999999684683243,0.229179395347004,1,0,1,0.857142857142857,1262152.81657898
rank,20,20,93.953331763907,182,177,0.831149862668612,0.999775846507873,0.0565572507237207,1,0,1,0.835164835164835,714626.374324588
rank,21,21,98.6595004534767,182,170,0.499206514606653,0.501319798712947,3.38977659275488e-09,0.999978991339594,0,1,0.5,139279.159555051
rank,22,22,99.7962403173118,182,136,0.016044859092669,4.37000435837831e-12,0,0.0092307018919256,0,0.764354327251176,0.0054945054945055,15465.5428512656
