stage,patch_lookup_path,last_removal_step,alive_end,removed_end,area_retained_km2,area_removed_km2,cells_removed_stage,area_removed_stage_km2,events_in_stage,prop_cells_removed_end,prop_area_removed_end,pct_cells_removed_end,pct_area_removed_end,keep_n,actual_cells_retained,actual_area_retained_km2,target_cells_retained,target_area_retained_km2,area_match_error_km2,abs_area_match_error_km2,rank_cutoff
13,Data/Results/PriorityRuns/curve_q025_taxa_mammals_birds_sdm_ppm_rangebag_remove_1000_k_100/patch_lookup_tables/stage_patch_lookup_stage_0013.csv,1319,829933,1302481,74781.1715251555,116568.124078944,100447,9062.50471778175,101,0.610801185886043,0.60919024400342,61.0801185886043,60.919024400342,829933,829933,74648.6109788964,829933,74781.1715251555,-132.560546259134,132.560546259134,0.610801160335541
14,Data/Results/PriorityRuns/curve_q025_taxa_mammals_birds_sdm_ppm_rangebag_remove_1000_k_100/patch_lookup_tables/stage_patch_lookup_stage_0014.csv,1420,729594,1402820,65822.6752952006,125526.620308899,100339,8958.49622995489,101,0.657855369548315,0.656007747050256,65.7855369548315,65.6007747050256,729594,729594,65636.9620467258,729594,65822.6752952006,-185.713248474858,185.713248474858,0.65785539150238
15,Data/Results/PriorityRuns/curve_q025_taxa_mammals_birds_sdm_ppm_rangebag_remove_1000_k_100/patch_lookup_tables/stage_patch_lookup_stage_0015.csv,1522,629503,1502911,56811.1817170087,134538.11388709,100091,9011.49357819196,102,0.704793253092505,0.703102216615677,70.4793253092505,70.3102216615677,629503,629503,56633.2865112893,629503,56811.1817170087,-177.895205719433,177.895205719433,0.704793274402618
16,Data/Results/PriorityRuns/curve_q025_taxa_mammals_birds_sdm_ppm_rangebag_remove_1000_k_100/patch_lookup_tables/stage_patch_lookup_stage_0016.csv,1623,529474,1602940,47781.9911933684,143567.304410731,100029,9029.19052364025,101,0.751702061607174,0.75028917121164,75.1702061607174,75.028917121164,529474,529474,47628.5848861005,529474,47781.9911933684,-153.406307267891,153.406307267891,0.751702070236206
17,Data/Results/PriorityRuns/curve_q025_taxa_mammals_birds_sdm_ppm_rangebag_remove_1000_k_100/patch_lookup_tables/stage_patch_lookup_stage_0017.csv,1724,429336,1703078,38859.7668188178,152489.528785281,100138,8922.22437455058,101,0.798661985899549,0.796917115915501,79.8661985899549,79.6917115915501,429336,429336,38638.1639601809,429336,38859.7668188178,-221.60285863687,221.60285863687,0.798662006855011
18,Data/Results/PriorityRuns/curve_q025_taxa_mammals_birds_sdm_ppm_rangebag_remove_1000_k_100/patch_lookup_tables/stage_patch_lookup_stage_0018.csv,1825,329304,1803110,29862.7277489441,161486.567855155,100032,8997.0390698737,101,0.845572201270485,0.843936045572229,84.5572201270485,84.3936045572229,329304,329304,29650.386078836,329304,29862.7277489441,-212.341670108086,212.341670108086,0.845572173595429
19,Data/Results/PriorityRuns/curve_q025_taxa_mammals_birds_sdm_ppm_rangebag_remove_1000_k_100/patch_lookup_tables/stage_patch_lookup_stage_0019.csv,1926,228979,1903435,20800.6365822783,170548.659021821,100325,9062.09116666585,101,0.89261981960351,0.891294940404094,89.261981960351,89.1294940404094,228979,228979,20624.4253401958,228979,20800.6365822783,-176.211242082518,176.211242082518,0.892619848251343
20,Data/Results/PriorityRuns/curve_q025_taxa_mammals_birds_sdm_ppm_rangebag_remove_1000_k_100/patch_lookup_tables/stage_patch_lookup_stage_0020.csv,2027,128940,2003474,11666.4244270574,179682.871177042,100039,9134.21215522084,101,0.93953331763907,0.939030742756455,93.953331763907,93.9030742756455,128940,128940,11610.7713231647,128940,11666.4244270574,-55.6531038927205,55.6531038927205,0.939533293247223
21,Data/Results/PriorityRuns/curve_q025_taxa_mammals_birds_sdm_ppm_rangebag_remove_1000_k_100/patch_lookup_tables/stage_patch_lookup_stage_0021.csv,2129,28585,2103829,2587.88966271689,188761.405941382,100355,9078.53476434052,102,0.986595004534767,0.98647557256719,98.6595004534767,98.647557256719,28585,28585,2572.23391837913,28585,2587.88966271689,-15.6557443377642,15.6557443377642,0.986594974994659
22,Data/Results/PriorityRuns/curve_q025_taxa_mammals_birds_sdm_ppm_rangebag_remove_1000_k_100/patch_lookup_tables/stage_patch_lookup_stage_0022.csv,2154,4345,2128069,397.760679234547,190951.534924865,24240,2190.12898348234,25,0.997962403173118,0.997921284852506,99.7962403173118,99.7921284852506,4345,4345,391.531243058033,4345,397.760679234547,-6.22943617651401,6.22943617651401,0.997962415218353
